Start,End,ClosedPattern,Support
2017-07-07 04:15:00,2017-07-07 04:45:00,"{Destination IP=192.168.10.1, Total Fwd Packets=bin0, Active Mean=bin0, Idle Mean=bin0, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",1673
2017-07-07 04:15:00,2017-07-07 04:45:00,"{Destination IP=192.168.10.1, Total Fwd Packets=bin0, Active Mean=bin0, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",1725
2017-07-07 04:15:00,2017-07-07 04:45:00,"{Destination IP=192.168.10.1, Active Mean=bin0, Flow Duration=bin4, Total Length of Bwd Packets=bin0, Total Length of Fwd Packets=bin0}",24
2017-07-07 04:15:00,2017-07-07 04:45:00,"{Destination IP=192.168.10.1, Active Mean=bin0, Flow Duration=bin3, Total Length of Bwd Packets=bin0, Total Length of Fwd Packets=bin0}",28
2017-07-07 04:15:00,2017-07-07 04:45:00,"{Destination IP=192.168.10.1, Active Mean=bin0, Idle Mean=bin1, Total Length of Bwd Packets=bin0, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",28
2017-07-07 04:15:00,2017-07-07 04:45:00,"{Destination IP=192.168.10.1, Active Mean=bin0, Idle Mean=bin0, Total Length of Bwd Packets=bin0, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",1673
2017-07-07 04:15:00,2017-07-07 04:45:00,"{Destination IP=192.168.10.1, Active Mean=bin0, Total Length of Bwd Packets=bin0, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",1777
2017-07-07 04:15:00,2017-07-07 04:45:00,"{Flow Duration=bin0, Active Mean=bin0, Idle Mean=bin0, Total Backward Packets=bin0, Total Fwd Packets=bin0, Total Length of Bwd Packets=bin0, Total Length of Fwd Packets=bin0, Destination Port=465}",29
2017-07-07 04:15:00,2017-07-07 04:45:00,"{Flow Duration=bin0, Active Mean=bin0, Idle Mean=bin0, Destination Port=22, Total Backward Packets=bin0, Total Fwd Packets=bin0, Total Length of Bwd Packets=bin0, Total Length of Fwd Packets=bin0, Destination IP=192.168.10.50}",82
2017-07-07 04:15:00,2017-07-07 04:45:00,"{Destination IP=192.168.10.255, Total Fwd Packets=bin0, Total Backward Packets=bin0, Active Mean=bin0}",51
2017-07-07 04:15:00,2017-07-07 04:45:00,"{Active Mean=bin0, Total Length of Bwd Packets=bin0, Destination IP=192.168.10.255, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",51
2017-07-07 04:15:00,2017-07-07 04:45:00,"{Flow Duration=bin0, Active Mean=bin0, Idle Mean=bin0, Total Backward Packets=bin0, Total Fwd Packets=bin0, Total Length of Bwd Packets=bin0, Destination IP=192.168.10.255, Total Length of Fwd Packets=bin0}",49
2017-07-07 04:15:00,2017-07-07 04:45:00,"{Active Mean=bin0, Total Fwd Packets=bin0, Total Length of Bwd Packets=bin0, Destination IP=192.168.10.255, Total Length of Fwd Packets=bin0}",51
2017-07-07 04:15:00,2017-07-07 04:45:00,"{Flow Duration=bin0, Active Mean=bin0, Idle Mean=bin0, Total Backward Packets=bin0, Total Fwd Packets=bin0, Total Length of Bwd Packets=bin0, Destination Port=137, Destination IP=192.168.10.255, Total Length of Fwd Packets=bin0}",34
2017-07-07 04:15:00,2017-07-07 04:45:00,"{Flow Duration=bin0, Active Mean=bin0, Idle Mean=bin0, Total Backward Packets=bin0, Total Fwd Packets=bin0, Total Length of Bwd Packets=bin0, Destination Port=137, Total Length of Fwd Packets=bin0}",64
2017-07-07 04:15:00,2017-07-07 04:45:00,{Idle Mean=bin2},309
2017-07-07 04:15:00,2017-07-07 04:45:00,"{Active Mean=bin0, Idle Mean=bin2}",298
2017-07-07 04:15:00,2017-07-07 04:45:00,"{Total Length of Fwd Packets=bin0, Idle Mean=bin2}",298
2017-07-07 04:15:00,2017-07-07 04:45:00,"{Active Mean=bin0, Total Fwd Packets=bin0, Total Length of Bwd Packets=bin0, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0, Idle Mean=bin2}",288
2017-07-07 04:15:00,2017-07-07 04:45:00,"{Active Mean=bin0, Total Length of Fwd Packets=bin0, Idle Mean=bin2}",290
2017-07-07 04:15:00,2017-07-07 04:45:00,"{Total Fwd Packets=bin0, Total Length of Fwd Packets=bin0, Idle Mean=bin2}",296
2017-07-07 04:15:00,2017-07-07 04:45:00,"{Total Length of Bwd Packets=bin0, Total Backward Packets=bin0, Idle Mean=bin2}",305
2017-07-07 04:15:00,2017-07-07 04:45:00,"{Total Length of Bwd Packets=bin0, Total Fwd Packets=bin0, Total Backward Packets=bin0, Idle Mean=bin2}",304
2017-07-07 04:15:00,2017-07-07 04:45:00,"{Active Mean=bin0, Total Fwd Packets=bin0, Total Length of Bwd Packets=bin0, Total Backward Packets=bin0, Idle Mean=bin2}",294
2017-07-07 04:15:00,2017-07-07 04:45:00,"{Total Backward Packets=bin0, Idle Mean=bin2}",306
2017-07-07 04:15:00,2017-07-07 04:45:00,"{Active Mean=bin0, Total Backward Packets=bin0, Idle Mean=bin2}",295
2017-07-07 04:15:00,2017-07-07 04:45:00,{Flow Duration=bin2},355
2017-07-07 04:15:00,2017-07-07 04:45:00,"{Flow Duration=bin2, Idle Mean=bin2}",95
2017-07-07 04:15:00,2017-07-07 04:45:00,"{Active Mean=bin0, Flow Duration=bin2, Idle Mean=bin2}",88
2017-07-07 04:15:00,2017-07-07 04:45:00,"{Flow Duration=bin2, Idle Mean=bin0}",235
2017-07-07 04:15:00,2017-07-07 04:45:00,"{Active Mean=bin0, Flow Duration=bin2, Idle Mean=bin0}",226
2017-07-07 04:15:00,2017-07-07 04:45:00,"{Active Mean=bin0, Flow Duration=bin2}",335
2017-07-07 04:15:00,2017-07-07 04:45:00,"{Flow Duration=bin2, Total Length of Fwd Packets=bin0}",343
2017-07-07 04:15:00,2017-07-07 04:45:00,"{Active Mean=bin0, Flow Duration=bin2, Total Length of Fwd Packets=bin0}",328
2017-07-07 04:15:00,2017-07-07 04:45:00,"{Active Mean=bin0, Flow Duration=bin2, Total Fwd Packets=bin0, Idle Mean=bin1, Total Length of Bwd Packets=bin0, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",20
2017-07-07 04:15:00,2017-07-07 04:45:00,"{Flow Duration=bin2, Total Fwd Packets=bin0, Idle Mean=bin2, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0, Total Length of Bwd Packets=bin0}",92
2017-07-07 04:15:00,2017-07-07 04:45:00,"{Active Mean=bin0, Flow Duration=bin2, Total Fwd Packets=bin0, Idle Mean=bin2, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0, Total Length of Bwd Packets=bin0}",86
2017-07-07 04:15:00,2017-07-07 04:45:00,"{Flow Duration=bin2, Total Fwd Packets=bin0, Idle Mean=bin0, Total Length of Bwd Packets=bin0, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",230
2017-07-07 04:15:00,2017-07-07 04:45:00,"{Active Mean=bin0, Flow Duration=bin2, Total Fwd Packets=bin0, Idle Mean=bin0, Total Length of Bwd Packets=bin0, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",221
2017-07-07 04:15:00,2017-07-07 04:45:00,"{Flow Duration=bin2, Total Fwd Packets=bin0, Total Length of Bwd Packets=bin0, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",342
2017-07-07 04:15:00,2017-07-07 04:45:00,"{Active Mean=bin0, Flow Duration=bin2, Total Fwd Packets=bin0, Total Length of Bwd Packets=bin0, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",327
2017-07-07 04:15:00,2017-07-07 04:45:00,"{Flow Duration=bin2, Total Backward Packets=bin0, Total Fwd Packets=bin0}",347
2017-07-07 04:15:00,2017-07-07 04:45:00,"{Flow Duration=bin2, Total Backward Packets=bin0}",352
2017-07-07 04:15:00,2017-07-07 04:45:00,"{Flow Duration=bin2, Total Length of Bwd Packets=bin0}",352
2017-07-07 04:15:00,2017-07-07 04:45:00,"{Flow Duration=bin2, Total Backward Packets=bin0, Idle Mean=bin1, Total Length of Bwd Packets=bin0}",25
2017-07-07 04:15:00,2017-07-07 04:45:00,"{Flow Duration=bin2, Total Fwd Packets=bin0, Idle Mean=bin1, Total Length of Bwd Packets=bin0, Total Backward Packets=bin0}",24
2017-07-07 04:15:00,2017-07-07 04:45:00,"{Active Mean=bin0, Flow Duration=bin2, Total Fwd Packets=bin0, Idle Mean=bin1, Total Length of Bwd Packets=bin0, Total Backward Packets=bin0}",21
2017-07-07 04:15:00,2017-07-07 04:45:00,"{Flow Duration=bin2, Total Fwd Packets=bin0, Idle Mean=bin0, Total Length of Bwd Packets=bin0, Total Backward Packets=bin0}",234
2017-07-07 04:15:00,2017-07-07 04:45:00,"{Active Mean=bin0, Flow Duration=bin2, Total Fwd Packets=bin0, Idle Mean=bin0, Total Length of Bwd Packets=bin0, Total Backward Packets=bin0}",225
2017-07-07 04:15:00,2017-07-07 04:45:00,"{Flow Duration=bin2, Total Backward Packets=bin0, Total Length of Bwd Packets=bin0}",351
2017-07-07 04:15:00,2017-07-07 04:45:00,"{Flow Duration=bin2, Total Backward Packets=bin0, Total Fwd Packets=bin0, Total Length of Bwd Packets=bin0}",350
2017-07-07 04:15:00,2017-07-07 04:45:00,"{Active Mean=bin0, Flow Duration=bin2, Total Fwd Packets=bin0, Total Length of Bwd Packets=bin0, Total Backward Packets=bin0}",332
2017-07-07 04:15:00,2017-07-07 04:45:00,{Flow Duration=bin3},93
2017-07-07 04:15:00,2017-07-07 04:45:00,"{Active Mean=bin0, Flow Duration=bin3, Idle Mean=bin0}",36
2017-07-07 04:15:00,2017-07-07 04:45:00,"{Active Mean=bin0, Flow Duration=bin3}",85
2017-07-07 04:15:00,2017-07-07 04:45:00,"{Flow Duration=bin3, Total Length of Fwd Packets=bin0}",87
2017-07-07 04:15:00,2017-07-07 04:45:00,"{Active Mean=bin0, Flow Duration=bin3, Total Length of Fwd Packets=bin0}",82
2017-07-07 04:15:00,2017-07-07 04:45:00,"{Active Mean=bin0, Total Fwd Packets=bin0, Flow Duration=bin3, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",79
2017-07-07 04:15:00,2017-07-07 04:45:00,"{Total Fwd Packets=bin0, Flow Duration=bin3, Idle Mean=bin1, Total Length of Bwd Packets=bin0, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",18
2017-07-07 04:15:00,2017-07-07 04:45:00,"{Active Mean=bin0, Total Fwd Packets=bin0, Flow Duration=bin3, Idle Mean=bin1, Total Length of Bwd Packets=bin0, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",15
2017-07-07 04:15:00,2017-07-07 04:45:00,"{Active Mean=bin0, Total Fwd Packets=bin0, Flow Duration=bin3, Idle Mean=bin0, Total Length of Bwd Packets=bin0, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",31
2017-07-07 04:15:00,2017-07-07 04:45:00,"{Total Fwd Packets=bin0, Flow Duration=bin3, Total Length of Bwd Packets=bin0, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",85
2017-07-07 04:15:00,2017-07-07 04:45:00,"{Active Mean=bin0, Total Fwd Packets=bin0, Flow Duration=bin3, Total Length of Bwd Packets=bin0, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",80
2017-07-07 04:15:00,2017-07-07 04:45:00,"{Active Mean=bin0, Total Fwd Packets=bin0, Flow Duration=bin3, Total Length of Bwd Packets=bin0, Idle Mean=bin3, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",33
2017-07-07 04:15:00,2017-07-07 04:45:00,"{Total Fwd Packets=bin0, Flow Duration=bin3, Idle Mean=bin1, Total Length of Bwd Packets=bin0, Total Backward Packets=bin0}",19
2017-07-07 04:15:00,2017-07-07 04:45:00,"{Active Mean=bin0, Total Fwd Packets=bin0, Flow Duration=bin3, Idle Mean=bin0, Total Length of Bwd Packets=bin0, Total Backward Packets=bin0}",32
2017-07-07 04:15:00,2017-07-07 04:45:00,"{Total Fwd Packets=bin0, Flow Duration=bin3, Total Backward Packets=bin0, Total Length of Bwd Packets=bin0}",89
2017-07-07 04:15:00,2017-07-07 04:45:00,"{Active Mean=bin0, Total Fwd Packets=bin0, Flow Duration=bin3, Total Length of Bwd Packets=bin0, Total Backward Packets=bin0}",81
2017-07-07 04:15:00,2017-07-07 04:45:00,"{Flow Duration=bin3, Total Backward Packets=bin0}",91
2017-07-07 04:15:00,2017-07-07 04:45:00,"{Active Mean=bin0, Flow Duration=bin3, Total Backward Packets=bin0, Idle Mean=bin0}",34
2017-07-07 04:15:00,2017-07-07 04:45:00,"{Active Mean=bin0, Flow Duration=bin3, Total Backward Packets=bin0}",83
2017-07-07 04:15:00,2017-07-07 04:45:00,"{Flow Duration=bin0, Active Mean=bin0, Idle Mean=bin0, Total Backward Packets=bin0, Total Fwd Packets=bin0, Destination IP=192.168.10.15, Total Length of Bwd Packets=bin0, Total Length of Fwd Packets=bin0}",492
2017-07-07 04:15:00,2017-07-07 04:45:00,"{Active Mean=bin0, Total Fwd Packets=bin0, Idle Mean=bin0, Total Length of Bwd Packets=bin0, RST Flag Count=1, Total Backward Packets=bin0}",10
2017-07-07 04:15:00,2017-07-07 04:45:00,"{Flow Duration=bin4, Idle Mean=bin0, Total Backward Packets=bin0, Destination IP=8.0.6.4, Total Fwd Packets=bin0, Total Length of Bwd Packets=bin0, Destination Port=0, Total Length of Fwd Packets=bin0}",10
2017-07-07 04:15:00,2017-07-07 04:45:00,"{Total Fwd Packets=bin0, Idle Mean=bin0, Total Length of Bwd Packets=bin0, Destination Port=0, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",12
2017-07-07 04:15:00,2017-07-07 04:45:00,"{Total Fwd Packets=bin0, Flow Duration=bin4, Total Length of Bwd Packets=bin0, Destination Port=0, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",11
2017-07-07 04:15:00,2017-07-07 04:45:00,"{Total Fwd Packets=bin0, Total Length of Bwd Packets=bin0, Destination Port=0, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",13
2017-07-07 04:15:00,2017-07-07 04:45:00,"{Flow Duration=bin0, Active Mean=bin0, Idle Mean=bin0, Total Backward Packets=bin0, Total Fwd Packets=bin0, Destination IP=192.168.10.16, Total Length of Bwd Packets=bin0, Total Length of Fwd Packets=bin0}",196
2017-07-07 04:15:00,2017-07-07 04:45:00,"{Flow Duration=bin0, Active Mean=bin0, Total Fwd Packets=bin0, Idle Mean=bin0, Destination IP=192.168.10.16, Total Length of Bwd Packets=bin0, Total Backward Packets=bin0}",197
2017-07-07 04:15:00,2017-07-07 04:45:00,"{Flow Duration=bin0, Active Mean=bin0, Idle Mean=bin0, Total Backward Packets=bin0, Total Fwd Packets=bin0, Total Length of Bwd Packets=bin0, Destination IP=192.168.10.255, Destination Port=138, Total Length of Fwd Packets=bin0}",14
2017-07-07 04:15:00,2017-07-07 04:45:00,"{Flow Duration=bin0, Active Mean=bin0, Idle Mean=bin0, Total Backward Packets=bin0, Total Fwd Packets=bin0, Total Length of Bwd Packets=bin0, Total Length of Fwd Packets=bin0, Destination Port=139, Destination IP=192.168.10.50}",24
2017-07-07 04:15:00,2017-07-07 04:45:00,"{Active Mean=bin0, Destination Port=445, Total Fwd Packets=bin0, Total Length of Bwd Packets=bin0, Destination IP=192.168.10.3, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",12
2017-07-07 04:15:00,2017-07-07 04:45:00,"{Active Mean=bin0, Total Fwd Packets=bin0, Total Length of Bwd Packets=bin0, Destination IP=192.168.10.3, Destination Port=445, Total Backward Packets=bin0}",13
2017-07-07 04:15:00,2017-07-07 04:45:00,"{Active Mean=bin0, Total Fwd Packets=bin0, Destination Port=123, Total Backward Packets=bin0}",79
2017-07-07 04:15:00,2017-07-07 04:45:00,"{Flow Duration=bin0, Active Mean=bin0, Idle Mean=bin0, Total Backward Packets=bin0, Total Fwd Packets=bin0, Destination Port=123, Total Length of Bwd Packets=bin0, Destination IP=192.168.10.3, Total Length of Fwd Packets=bin0}",11
2017-07-07 04:15:00,2017-07-07 04:45:00,"{Active Mean=bin0, Destination Port=123, Total Length of Bwd Packets=bin0, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",79
2017-07-07 04:15:00,2017-07-07 04:45:00,"{Flow Duration=bin0, Active Mean=bin0, Idle Mean=bin0, Total Backward Packets=bin0, Total Fwd Packets=bin0, Destination Port=123, Total Length of Bwd Packets=bin0, Total Length of Fwd Packets=bin0}",70
2017-07-07 04:15:00,2017-07-07 04:45:00,"{Active Mean=bin0, Total Fwd Packets=bin0, Destination Port=123, Total Length of Bwd Packets=bin0, Total Length of Fwd Packets=bin0}",79
2017-07-07 04:15:00,2017-07-07 04:45:00,"{Flow Duration=bin0, Active Mean=bin0, Idle Mean=bin0, Total Backward Packets=bin0, Total Fwd Packets=bin0, Total Length of Bwd Packets=bin0, Total Length of Fwd Packets=bin0, Destination IP=192.168.10.9}",365
2017-07-07 04:15:00,2017-07-07 04:45:00,"{Active Mean=bin0, Total Fwd Packets=bin0, Total Length of Bwd Packets=bin0, Idle Mean=bin4, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",27
2017-07-07 04:15:00,2017-07-07 04:45:00,"{Active Mean=bin0, Total Fwd Packets=bin0, Destination Port=389, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",46
2017-07-07 04:15:00,2017-07-07 04:45:00,"{Active Mean=bin0, Total Fwd Packets=bin0, Destination Port=389, Idle Mean=bin0, Destination IP=192.168.10.3, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",40
2017-07-07 04:15:00,2017-07-07 04:45:00,"{Active Mean=bin0, Destination Port=389, Idle Mean=bin0, Total Length of Bwd Packets=bin0, Destination IP=192.168.10.3, Total Length of Fwd Packets=bin0}",40
2017-07-07 04:15:00,2017-07-07 04:45:00,"{Flow Duration=bin0, Active Mean=bin0, Destination Port=389, Idle Mean=bin0, Total Backward Packets=bin0, Total Fwd Packets=bin0, Total Length of Bwd Packets=bin0, Destination IP=192.168.10.3, Total Length of Fwd Packets=bin0}",39
2017-07-07 04:15:00,2017-07-07 04:45:00,"{Active Mean=bin0, Total Fwd Packets=bin0, Destination Port=389, Total Length of Bwd Packets=bin0, Destination IP=192.168.10.3, Total Length of Fwd Packets=bin0}",46
2017-07-07 04:15:00,2017-07-07 04:45:00,"{Active Mean=bin0, Destination Port=389, Total Length of Bwd Packets=bin0, Destination IP=192.168.10.3, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",46
2017-07-07 04:15:00,2017-07-07 04:45:00,"{Active Mean=bin0, Total Fwd Packets=bin0, Destination Port=389, Total Backward Packets=bin0}",48
2017-07-07 04:15:00,2017-07-07 04:45:00,"{Active Mean=bin0, Total Fwd Packets=bin0, Destination Port=389, Idle Mean=bin0, Destination IP=192.168.10.3, Total Backward Packets=bin0}",42
2017-07-07 04:15:00,2017-07-07 04:45:00,"{Active Mean=bin0, Idle Mean=bin0, Destination Port=389, Total Length of Bwd Packets=bin0, Destination IP=192.168.10.3}",42
2017-07-07 04:15:00,2017-07-07 04:45:00,"{Active Mean=bin0, Total Fwd Packets=bin0, Destination Port=389, Total Length of Bwd Packets=bin0, Destination IP=192.168.10.3}",48
2017-07-07 04:15:00,2017-07-07 04:45:00,"{Active Mean=bin0, Destination Port=389, Total Length of Bwd Packets=bin0, Destination IP=192.168.10.3, Total Backward Packets=bin0}",48
2017-07-07 04:15:00,2017-07-07 04:45:00,"{Active Mean=bin0, Total Fwd Packets=bin0, Destination IP=182.22.25.124, Total Backward Packets=bin0}",23
2017-07-07 04:15:00,2017-07-07 04:45:00,"{Active Mean=bin0, Destination IP=182.22.25.124, Total Length of Bwd Packets=bin0, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",23
2017-07-07 04:15:00,2017-07-07 04:45:00,"{Flow Duration=bin0, Active Mean=bin0, Idle Mean=bin0, Total Backward Packets=bin0, Total Fwd Packets=bin0, Destination IP=182.22.25.124, Total Length of Bwd Packets=bin0, Total Length of Fwd Packets=bin0}",19
2017-07-07 04:15:00,2017-07-07 04:45:00,"{Active Mean=bin0, Total Fwd Packets=bin0, Destination IP=182.22.25.124, Total Length of Bwd Packets=bin0, Total Length of Fwd Packets=bin0}",23
2017-07-07 04:15:00,2017-07-07 04:45:00,"{Active Mean=bin0, Destination IP=172.217.12.194, Total Length of Bwd Packets=bin0, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",18
2017-07-07 04:15:00,2017-07-07 04:45:00,"{Flow Duration=bin0, Active Mean=bin0, Idle Mean=bin0, Destination IP=172.217.12.194, Total Backward Packets=bin0, Total Fwd Packets=bin0, Total Length of Bwd Packets=bin0, Total Length of Fwd Packets=bin0}",13
2017-07-07 04:15:00,2017-07-07 04:45:00,"{Active Mean=bin0, Total Fwd Packets=bin0, Destination IP=172.217.12.194, Total Length of Bwd Packets=bin0, Total Length of Fwd Packets=bin0}",18
2017-07-07 04:15:00,2017-07-07 04:45:00,"{Total Fwd Packets=bin0, Total Backward Packets=bin0, Destination IP=172.217.12.194}",19
2017-07-07 04:15:00,2017-07-07 04:45:00,"{Active Mean=bin0, Total Fwd Packets=bin0, Total Backward Packets=bin0, Destination IP=172.217.12.194}",18
2017-07-07 04:15:00,2017-07-07 04:45:00,"{Total Length of Bwd Packets=bin0, Total Backward Packets=bin0, Destination IP=172.217.12.194}",19
2017-07-07 04:15:00,2017-07-07 04:45:00,"{Total Length of Bwd Packets=bin0, Total Fwd Packets=bin0, Destination IP=172.217.12.194}",19
2017-07-07 04:15:00,2017-07-07 04:45:00,"{Total Fwd Packets=bin0, Idle Mean=bin0, Total Length of Bwd Packets=bin0, Destination IP=172.217.10.130, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",11
2017-07-07 04:15:00,2017-07-07 04:45:00,"{Active Mean=bin0, Total Fwd Packets=bin0, Idle Mean=bin0, Total Length of Bwd Packets=bin0, Destination IP=172.217.10.130, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",10
2017-07-07 04:15:00,2017-07-07 04:45:00,"{Total Fwd Packets=bin0, Total Length of Bwd Packets=bin0, Destination IP=172.217.10.130, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",17
2017-07-07 04:15:00,2017-07-07 04:45:00,"{Active Mean=bin0, Total Fwd Packets=bin0, Total Length of Bwd Packets=bin0, Destination IP=172.217.10.130, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",16
2017-07-07 04:15:00,2017-07-07 04:45:00,"{Flow Duration=bin0, Active Mean=bin0, Idle Mean=bin0, Total Backward Packets=bin0, Total Fwd Packets=bin0, Total Length of Bwd Packets=bin0, Destination IP=192.168.10.25, Total Length of Fwd Packets=bin0}",69
2017-07-07 04:15:00,2017-07-07 04:45:00,"{Destination IP=157.240.2.35, Total Fwd Packets=bin0, Active Mean=bin0, Total Length of Bwd Packets=bin0, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",11
2017-07-07 04:15:00,2017-07-07 04:45:00,"{Active Mean=bin0, Total Fwd Packets=bin0, Destination IP=172.217.10.238, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",37
2017-07-07 04:15:00,2017-07-07 04:45:00,"{Active Mean=bin0, Total Length of Bwd Packets=bin0, Destination IP=172.217.10.238, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",37
2017-07-07 04:15:00,2017-07-07 04:45:00,"{Active Mean=bin0, Total Fwd Packets=bin0, Idle Mean=bin0, Total Length of Bwd Packets=bin0, Destination IP=172.217.10.238, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",33
2017-07-07 04:15:00,2017-07-07 04:45:00,"{Flow Duration=bin0, Active Mean=bin0, Idle Mean=bin0, Total Backward Packets=bin0, Total Fwd Packets=bin0, Total Length of Bwd Packets=bin0, Destination IP=172.217.10.238, Total Length of Fwd Packets=bin0}",19
2017-07-07 04:15:00,2017-07-07 04:45:00,"{Active Mean=bin0, Total Fwd Packets=bin0, Total Length of Bwd Packets=bin0, Destination IP=172.217.10.238, Total Length of Fwd Packets=bin0}",37
2017-07-07 04:15:00,2017-07-07 04:45:00,"{Flow Duration=bin0, Active Mean=bin0, Idle Mean=bin0, Total Backward Packets=bin0, Total Fwd Packets=bin0, Total Length of Bwd Packets=bin0, Total Length of Fwd Packets=bin0, Destination IP=192.168.10.8}",136
2017-07-07 04:15:00,2017-07-07 04:45:00,"{Active Mean=bin0, Idle Mean=bin0, Total Backward Packets=bin0, Destination IP=192.168.10.3, Total Fwd Packets=bin0, Total Length of Bwd Packets=bin0, Destination Port=3268, Total Length of Fwd Packets=bin0}",10
2017-07-07 04:15:00,2017-07-07 04:45:00,"{Active Mean=bin0, Total Fwd Packets=bin0, Total Backward Packets=bin0, Total Length of Bwd Packets=bin0, Destination Port=3268, Total Length of Fwd Packets=bin0, Destination IP=192.168.10.3}",16
2017-07-07 04:15:00,2017-07-07 04:45:00,"{Flow Duration=bin0, Active Mean=bin0, Idle Mean=bin0, Total Backward Packets=bin0, Destination IP=192.168.10.19, Total Fwd Packets=bin0, Total Length of Bwd Packets=bin0, Total Length of Fwd Packets=bin0}",40
2017-07-07 04:15:00,2017-07-07 04:45:00,"{Active Mean=bin0, Total Fwd Packets=bin0, Total Length of Bwd Packets=bin0, Destination IP=172.217.9.227, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",12
2017-07-07 04:15:00,2017-07-07 04:45:00,"{Active Mean=bin0, Total Fwd Packets=bin0, Total Length of Bwd Packets=bin0, Destination IP=172.217.10.34, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",11
2017-07-07 04:15:00,2017-07-07 04:45:00,"{Active Mean=bin0, Total Fwd Packets=bin0, Idle Mean=bin0, Total Length of Bwd Packets=bin0, Destination IP=172.217.10.78, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",18
2017-07-07 04:15:00,2017-07-07 04:45:00,"{Active Mean=bin0, Total Fwd Packets=bin0, Total Length of Bwd Packets=bin0, Destination IP=172.217.10.78, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",21
2017-07-07 04:15:00,2017-07-07 04:45:00,"{Flow Duration=bin0, Active Mean=bin0, Idle Mean=bin0, Total Backward Packets=bin0, Destination IP=199.96.57.6, Total Fwd Packets=bin0, Total Length of Bwd Packets=bin0, Total Length of Fwd Packets=bin0}",17
2017-07-07 04:15:00,2017-07-07 04:45:00,"{Active Mean=bin0, Total Fwd Packets=bin0, Flow Duration=bin4, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0, Destination IP=172.217.11.14}",18
2017-07-07 04:15:00,2017-07-07 04:45:00,"{Active Mean=bin0, Total Fwd Packets=bin0, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0, Destination IP=172.217.11.14}",34
2017-07-07 04:15:00,2017-07-07 04:45:00,"{Active Mean=bin0, Flow Duration=bin4, Idle Mean=bin0, Total Backward Packets=bin0, Destination IP=172.217.11.14, Total Fwd Packets=bin0, Total Length of Bwd Packets=bin0, Total Length of Fwd Packets=bin0}",11
2017-07-07 04:15:00,2017-07-07 04:45:00,"{Active Mean=bin0, Total Fwd Packets=bin0, Idle Mean=bin0, Total Length of Bwd Packets=bin0, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0, Destination IP=172.217.11.14}",27
2017-07-07 04:15:00,2017-07-07 04:45:00,"{Flow Duration=bin0, Active Mean=bin0, Idle Mean=bin0, Total Backward Packets=bin0, Destination IP=172.217.11.14, Total Fwd Packets=bin0, Total Length of Bwd Packets=bin0, Total Length of Fwd Packets=bin0}",16
